finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6,race_id
8,6,DRAGON GENERAL,T400,D Whyte,Y S Tsui,123,1103,7,4-1/4,10,9,8,NA,0.56.46,10,NA,NA,2016-037
9,12,GO BABY GO,N033,K K Chiong,C H Yip,113,1097,2,5,6,5,9,NA,0.56.59,14,NA,NA,2016-037
10,2,COUNTRY MELODY,T011,B Prebble,J Size,131,1089,9,5,9,10,10,NA,0.56.59,39,NA,NA,2016-037
11,11,SMART DECLARATION,S436,H W Lai,D E Ferraris,121,1167,12,5,8,4,11,NA,0.56.61,85,NA,NA,2016-037
12,9,DISCIPLES TWELVE,P018,C Y Ho,C Fownes,119,1105,10,7-3/4,14,14,12,NA,0.57.03,55,NA,NA,2016-037
13,10,PERPETUAL TREASURE,S191,M Chadwick,T P Yung,121,1115,4,8-3/4,5,6,13,NA,0.57.20,99,NA,NA,2016-037
14,13,HELLA HEDGE,P355,K C Leung,K W Lui,118,1092,8,10,2,3,14,NA,0.57.40,99,NA,NA,2016-037
1,10,BO DUKE,S378,M Chadwick,P F Yiu,114,1087,10,-,1,1,1,1,1.50.56,77,1,NA,2016-039
2,5,AZTEC EMPIRE,T064,O Doleuze,W Y So,121,1127,5,1/2,2,3,3,2,1.50.66,53,2,NA,2016-039
3,3,SMART UNION,P268,N Rawiller,K W Lui,127,1116,2,1-3/4,5,5,5,5,1.50.83,7.1,3,NA,2016-039
4,8,BLAZING PASS,T108,D Whyte,A S Cruz,117,1066,1,2-1/4,7,7,8,9,1.50.92,8.2,4,NA,2016-039
5,4,AUTUMN GOLD,P044,N Callan,D E Ferraris,125,1018,9,2-1/4,8,8,9,7,1.50.93,8.4,5,NA,2016-039
6,9,GLORY STAR,T336,T H So,C S Shum,114,1102,6,4-1/2,3,2,2,3,1.51.27,3,6,NA,2016-039
7,2,PO CHING TREASURE,S388,B Prebble,P F Yiu,132,1067,4,4-3/4,4,4,4,4,1.51.34,4.8,7,NA,2016-039
8,1,GOLD DRAGON,S339,C Schofield,R Gibson,133,1102,7,5-1/4,6,6,6,6,1.51.40,7.8,8,NA,2016-039
9,6,WEALTHY FORTUNE,P324,K C Leung,K L Man,119,1014,8,6-1/4,10,10,7,8,1.51.58,13,9,NA,2016-039
10,7,MAC ROW,N252,M L Yeung,A Lee,118,1022,3,9,9,9,10,10,1.51.99,16,10,NA,2016-039
1,9,CHOICE EXCHEQUER,P088,C Schofield,C H Yip,121,1180,4,-,2,3,3,3,1.51.11,3.5,1,NA,2016-040
2,12,SWEET BEAN,S205,C Y Ho,C Fownes,113,1012,5,2-1/2,7,7,7,6,1.51.51,11,2,NA,2016-040
3,3,KERKENI,T053,Z Purton,R Gibson,132,1025,6,2-1/2,10,10,10,8,1.51.52,5.1,3,NA,2016-040
4,4,GLORY SUNSHINE,S313,H N Wong,W Y So,119,1101,8,4-3/4,1,1,1,1,1.51.87,13,4,NA,2016-040
5,8,WIN CHANCE,P415,M L Yeung,A Lee,120,1014,1,4-3/4,4,6,5,4,1.51.89,26,5,NA,2016-040
6,6,LOYAL CRAFTSMAN,S354,N Callan,D E Ferraris,123,1035,7,5-3/4,9,9,9,10,1.52.02,15,6,NA,2016-040
7,2,MALAYAN PEARL,N416,S Clipperton,D Cruz,133,1161,12,5-3/4,3,2,2,2,1.52.03,37,7,NA,2016-040
8,1,ISLAND FLYER,S423,O Bosson,P F Yiu,133,1091,3,6,8,8,8,7,1.52.06,3.7,8,NA,2016-040
9,11,DRAGON GLORY,P130,K C Leung,C W Chang,115,1105,2,12,5,4,4,5,1.53.01,37,9,NA,2016-040
10,10,HIGH SPEED METRO,P293,T H So,L Ho,118,1151,10,12-1/2,11,11,11,11,1.53.09,20,10,NA,2016-040
11,7,SPICY SIAM,N090,H W Lai,D E Ferraris,122,1088,9,13-3/4,12,12,12,12,1.53.32,39,11,NA,2016-040
12,5,MI SAVVY BOY,S381,K Teetan,A T Millard,126,1097,11,14-3/4,6,5,6,9,1.53.46,13,12,NA,2016-040
1,7,MASSIVE MILLENNIUM,T381,N Rawiller,D E Ferraris,123,1173,7,-,6,5,1,NA,1.10.39,6.7,NA,NA,2016-041
2,3,VICTORY MARVEL,T426,Z Purton,C Fownes,132,1186,5,SH,4,4,2,NA,1.10.42,1.8,NA,NA,2016-041
3,1,SUPREME FLIGHT,M199,K Teetan,A T Millard,133,1073,3,3/4,2,2,3,NA,1.10.53,11,NA,NA,2016-041
4,4,GLOBE TROTTER,T387,H N Wong,C S Shum,124,1103,6,2-1/4,3,3,4,NA,1.10.76,7.8,NA,NA,2016-041
5,11,ST YAZIN,N409,M Chadwick,T K Ng,115,1067,1,2-3/4,10,12,5,NA,1.10.83,17,NA,NA,2016-041
6,5,COUR VALANT,P190,N Callan,D Cruz,129,1040,11,2-3/4,8,7,6,NA,1.10.85,25,NA,NA,2016-041
7,2,THE FULL BLOOM,V243,T H So,C H Yip,130,1032,8,3-3/4,9,10,7,NA,1.10.97,31,NA,NA,2016-041
8,9,HASTA LA VISTA,T350,D Whyte,J Size,121,999,9,3-3/4,7,9,8,NA,1.10.98,28,NA,NA,2016-041
9,12,WORLD CITY,S019,K C Leung,T P Yung,115,1261,12,5-1/2,11,8,9,NA,1.11.25,49,NA,NA,2016-041
10,8,EVEREST,V296,B Prebble,W Y So,121,1118,2,5-1/2,12,11,10,NA,1.11.27,45,NA,NA,2016-041
11,10,PROMPT EXPRESS,T168,H W Lai,P F Yiu,117,1163,4,8-3/4,1,1,11,NA,1.11.80,13,NA,NA,2016-041
12,6,GOLDEN GLORY,T076,M L Yeung,A Lee,124,1058,10,9-1/4,5,6,12,NA,1.11.87,35,NA,NA,2016-041
1,1,GOOD CHOICE,P423,Z Purton,C H Yip,131,1006,8,-,9,9,7,1,1.41.54,4.2,NA,NA,2016-042
2,7,BORN TO RACE,T383,C Y Ho,C Fownes,123,1112,9,NOSE,5,2,2,2,1.41.54,12,NA,NA,2016-042
3,6,PEARL FURU,T431,N Rawiller,P O'Sullivan,126,1169,3,3/4,7,7,8,3,1.41.66,12,NA,NA,2016-042
4,5,KING BOUNTIFUL,T105,K Teetan,J Size,126,1111,7,1,12,11,11,4,1.41.69,25,NA,NA,2016-042
5,9,SUPER SWEET ORANGE,V058,K C Leung,D E Ferraris,120,1220,2,1-1/4,3,4,3,5,1.41.73,2.8,NA,NA,2016-042
6,12,MR KOOL,T335,M Chadwick,A S Cruz,120,1058,6,1-1/4,4,5,6,6,1.41.75,8.5,NA,NA,2016-042
7,2,SPARKLING SWORD,P256,H W Lai,K W Lui,129,1163,11,1-3/4,1,1,1,7,1.41.83,55,NA,NA,2016-042
8,8,RED PEONY,T014,S Clipperton,Y S Tsui,123,1102,1,2-1/4,6,6,5,8,1.41.89,9.9,NA,NA,2016-042
9,4,ENTRUSTING,S306,B Prebble,T P Yung,128,1071,4,2-1/2,11,12,10,9,1.41.95,13,NA,NA,2016-042
10,3,CIRCUIT FORTUNE,P357,M L Yeung,A Lee,126,1056,12,6-1/4,2,3,4,10,1.42.54,43,NA,NA,2016-042
11,10,CASA MASTER,T160,T H So,C S Shum,118,1172,5,7,10,10,9,11,1.42.66,14,NA,NA,2016-042
12,11,HARBOUR VICTORY,T016,Y T Cheng,W Y So,120,1144,10,28-3/4,8,8,12,12,1.46.15,96,NA,NA,2016-042
1,5,WONDERFUL JOURNEY,T402,N Rawiller,P F Yiu,129,1120,12,-,4,4,1,NA,1.11.03,4.8,NA,NA,2016-043
2,1,GRAND HARBOUR,P421,K C Leung,C W Chang,131,1167,1,1-3/4,1,1,2,NA,1.11.32,10,NA,NA,2016-043
3,9,ROBUST MOMENTUM,P422,O Doleuze,C Fownes,119,1194,6,2,7,6,3,NA,1.11.36,8.9,NA,NA,2016-043
4,11,WINNING TALENT,S256,H W Lai,D E Ferraris,116,1031,9,2-3/4,11,10,4,NA,1.11.46,7.5,NA,NA,2016-043
5,3,ARM RUNDA,V248,B Prebble,J Size,131,1204,2,2-3/4,3,3,5,NA,1.11.48,4.8,NA,NA,2016-043
6,2,BUDDY BUNDY,T157,N Callan,D Cruz,132,1171,11,3-1/4,2,2,6,NA,1.11.56,40,NA,NA,2016-043
7,7,FOREVER ACCURATE,S301,Z Purton,C H Yip,123,1119,10,3-3/4,12,11,7,NA,1.11.62,10,NA,NA,2016-043
8,6,HAYMAKER,T054,M L Yeung,K W Lui,122,1086,4,4-3/4,6,5,8,NA,1.11.79,21,NA,NA,2016-043
9,12,YOURTHEWONFORME,T258,T H So,T K Ng,111,1132,3,4-3/4,5,7,9,NA,1.11.80,11,NA,NA,2016-043
10,4,HAPPY GAINS,V252,C Y Ho,K L Man,127,1101,7,5,9,9,10,NA,1.11.85,80,NA,NA,2016-043
11,8,EMPEROR VICTORY,T340,D Whyte,Y S Tsui,121,1088,8,5-1/4,8,8,11,NA,1.11.86,6.9,NA,NA,2016-043
12,10,OUR HONOUR,S324,C Schofield,W Y So,117,1119,5,8-3/4,10,12,12,NA,1.12.44,25,NA,NA,2016-043
WX,NA,SIR JOHN,P344,---,W Y So,119,1144,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-043
1,4,FLYING TOURBILLON,T051,M L Yeung,P F Yiu,124,1131,4,-,5,3,1,NA,1.10.17,6.2,NA,NA,2016-044
2,10,THOR THE GREATEST,P396,S Clipperton,T P Yung,117,1166,3,2-3/4,1,1,2,NA,1.10.62,16,NA,NA,2016-044
3,1,HAPPY SURVEYS,T248,O Doleuze,J Size,133,1166,11,3-1/4,11,10,3,NA,1.10.67,23,NA,NA,2016-044
4,12,I'M A WITNESS,T405,M Chadwick,A S Cruz,114,1086,6,3-3/4,2,2,4,NA,1.10.76,4.8,NA,NA,2016-044
5,11,HARBOUR NOVA,T432,C Schofield,P O'Sullivan,115,1175,5,3-3/4,3,5,5,NA,1.10.77,6.8,NA,NA,2016-044
6,2,SUPER TURBO,V310,C Y Ho,D J Hall,128,1034,2,4-1/4,9,9,6,NA,1.10.84,3.8,NA,NA,2016-044
7,3,FANTASTIC FEELING,T273,D Whyte,D E Ferraris,128,1179,10,4-1/4,6,7,7,NA,1.10.85,20,NA,NA,2016-044
8,8,HROVAT,V299,Z Purton,C Fownes,121,1036,7,4-3/4,8,6,8,NA,1.10.93,45,NA,NA,2016-044
9,6,CHOICE TREASURE,N436,K C Ng,C H Yip,116,1124,12,6-3/4,12,12,9,NA,1.11.24,48,NA,NA,2016-044
10,7,ELITE SPIRIT,S200,N Callan,W Y So,121,1151,9,6-3/4,10,11,10,NA,1.11.26,99,NA,NA,2016-044
11,5,PRESIDENTPARAMOUNT,S420,N Rawiller,C S Shum,124,1170,8,6-3/4,4,4,11,NA,1.11.27,8.2,NA,NA,2016-044
12,9,EXCEL ONESELF,P287,Y T Cheng,Y S Tsui,119,1137,1,8-1/4,7,8,12,NA,1.11.50,8.7,NA,NA,2016-044
1,1,CAGA FORCE,S160,N Rawiller,C S Shum,133,1047,10,-,3,3,1,NA,1.10.73,14,NA,NA,2016-045
2,8,COURAGEOUS BROTHER,T397,K Teetan,K L Man,121,1075,7,3/4,12,11,2,NA,1.10.86,15,NA,NA,2016-045
3,3,HAPPY BAO BEI,S172,B Prebble,Y S Tsui,127,1157,2,1,4,4,3,NA,1.10.89,2.7,NA,NA,2016-045
4,4,GREAT CHARM,P111,H N Wong,R Gibson,117,1212,8,1-3/4,6,6,4,NA,1.11.02,8.7,NA,NA,2016-045
5,7,NUMERO UNO,S044,O Bosson,T P Yung,123,1181,9,2,8,8,5,NA,1.11.05,17,NA,NA,2016-045
6,10,FISH N' CHIPS,T099,M L Yeung,A Lee,115,1110,1,2-3/4,5,5,6,NA,1.11.17,12,NA,NA,2016-045
7,9,VARA PEARL,S138,C Schofield,A T Millard,120,1039,6,4,11,12,7,NA,1.11.37,44,NA,NA,2016-045
8,5,PEARL WARM WARM,T183,K C Leung,P O'Sullivan,116,1101,5,4-1/4,9,10,8,NA,1.11.42,15,NA,NA,2016-045
9,6,MR RIGHT,T334,T H So,L Ho,121,1216,11,5,1,1,9,NA,1.11.52,73,NA,NA,2016-045
10,2,BLAZE STAMINA,V070,N Callan,A S Cruz,130,1079,3,5-1/2,7,7,10,NA,1.11.62,3.1,NA,NA,2016-045
11,11,DIGITAL PIONEER,V177,C Y Ho,D J Hall,114,1081,4,6-1/4,10,9,11,NA,1.11.74,81,NA,NA,2016-045
12,12,TOP BONUS,T132,M Chadwick,D Cruz,116,1160,12,7-3/4,2,2,12,NA,1.11.98,34,NA,NA,2016-045
WV,NA,APACHE SPIRIT,T095,Z Purton,C Fownes,123,1076,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-045
1,7,INVENTOR,T379,N Rawiller,C S Shum,124,1002,6,-,8,8,7,1,1.40.15,4.1,NA,NA,2016-046
2,10,CHATER LEGEND,T151,D Whyte,D E Ferraris,123,1039,12,1/2,10,10,9,2,1.40.25,30,NA,NA,2016-046
3,12,SUPER FLUKE,T382,K C Leung,D Cruz,116,1120,3,1/2,1,1,1,3,1.40.25,4.1,NA,NA,2016-046
4,8,LITTLE ISLAND,T390,N Callan,K L Man,124,1007,1,1-1/2,7,7,4,4,1.40.39,13,NA,NA,2016-046
5,11,LUCKY HAMMER,P417,Y T Cheng,Y S Tsui,118,1089,2,2,4,4,2,5,1.40.47,36,NA,NA,2016-046
6,3,CLASSIC EMPEROR,T193,T H So,W Y So,124,1116,5,2-1/4,2,3,3,6,1.40.51,8.1,NA,NA,2016-046
7,2,INDUSTRIALIST WAY,S023,C Schofield,C H Yip,127,1200,11,2-3/4,9,9,10,7,1.40.60,33,NA,NA,2016-046
8,1,SHARP SAILOR,V188,B Prebble,C S Shum,128,1002,9,3-1/4,11,11,11,8,1.40.65,21,NA,NA,2016-046
9,6,BEAUTY KINGDOM,T189,Z Purton,A S Cruz,124,1088,4,3-1/4,5,5,6,9,1.40.68,3.2,NA,NA,2016-046
10,5,RAZOR QUEST,S146,M Chadwick,C W Chang,125,1058,10,4,12,12,12,10,1.40.79,85,NA,NA,2016-046
11,9,RED MARVEL,T417,M L Yeung,J Size,122,1064,8,12-1/2,6,6,8,11,1.42.14,28,NA,NA,2016-046
12,4,RICKFIELD,V046,K Teetan,A T Millard,126,1050,7,20-1/2,3,2,5,12,1.43.41,28,NA,NA,2016-046
1,6,SEA WARRIOR,P411,N Rawiller,W Y So,130,1095,4,-,6,7,1,NA,1.10.04,8.8,NA,NA,2016-047
2,5,FORZA AVANTI,V090,J Moreira,Y S Tsui,130,1092,6,1-1/4,5,3,2,NA,1.10.21,2.2,NA,NA,2016-047
3,7,MANHATTAN STRIKER,V141,O Doleuze,C Fownes,129,1103,8,1-3/4,10,10,3,NA,1.10.29,8.8,NA,NA,2016-047
4,3,SPICY DOUBLE,T393,K C Leung,K L Man,130,1123,11,3,13,11,4,NA,1.10.53,50,NA,NA,2016-047
5,4,PLENTY OF SPEED,P401,C Schofield,A T Millard,131,1108,10,3-1/2,4,4,5,NA,1.10.60,30,NA,NA,2016-047
6,2,IDYLLIC WIND,N139,D Whyte,T K Ng,132,1196,5,3-3/4,7,6,6,NA,1.10.65,11,NA,NA,2016-047
7,1,FREE NOVEMBER,T123,O Bosson,R Gibson,133,1108,14,4-1/4,12,12,7,NA,1.10.70,18,NA,NA,2016-047
8,9,STARRY STARLIES,T429,Z Purton,P O'Sullivan,124,1163,1,4-3/4,2,1,8,NA,1.10.78,13,NA,NA,2016-047
9,13,NOBLE BUDDIES,T356,M L Yeung,A Lee,115,1154,9,5-1/4,8,9,9,NA,1.10.87,24,NA,NA,2016-047
10,11,SOCCER BRAVE,T233,H W Lai,D E Ferraris,131,1045,12,6,14,14,10,NA,1.10.99,81,NA,NA,2016-047
11,10,GOOD LUCK MAN,T319,N Callan,L Ho,122,1071,3,7-1/4,1,2,11,NA,1.11.20,6,NA,NA,2016-047
12,8,SUPER GIFTED,T343,S Clipperton,C H Yip,126,1210,7,9-3/4,9,8,12,NA,1.11.61,99,NA,NA,2016-047
13,14,SMART GAIN,T404,K C Ng,C W Chang,108,1020,2,12,3,5,13,NA,1.11.95,92,NA,NA,2016-047
14,12,THUNDERSTROKE,T067,M Chadwick,C W Chang,118,1198,13,18,11,13,14,NA,1.12.92,38,NA,NA,2016-047
WV,NA,HEARTILY WINS,P424,H W Lai,D E Ferraris,119,1127,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-047
1,1,CIRCUIT LAND,T219,N Rawiller,C S Shum,133,1031,7,-,12,12,11,1,1.21.49,6.7,NA,NA,2016-056
2,14,PIKACHU,S298,K Teetan,D E Ferraris,114,1149,14,3/4,13,13,13,2,1.21.63,4.3,NA,NA,2016-056
3,5,MERION,V080,B Prebble,D Cruz,121,1201,6,1,9,10,10,3,1.21.65,5.3,NA,NA,2016-056
4,12,SIMPLY INVINCIBLE,V094,T H So,D J Hall,113,1067,5,1-3/4,14,14,14,4,1.21.76,30,NA,NA,2016-056
5,10,LUCKY DOUBLE EIGHT,P212,C Y Ho,C Fownes,115,1152,10,2,11,11,12,5,1.21.83,35,NA,NA,2016-056
6,8,HERO LOOK,V053,D Whyte,C H Yip,117,1109,8,2-1/4,8,9,9,6,1.21.86,14,NA,NA,2016-056
7,11,ULTIMATE GLORY,S235,H W Lai,K L Man,117,1207,13,2-3/4,3,2,1,7,1.21.93,48,NA,NA,2016-056
8,4,FLYING MOOCHI,T116,H N Wong,Y S Tsui,114,1093,12,2-3/4,1,1,2,8,1.21.93,12,NA,NA,2016-056
9,13,WINSTON'S LAD,T348,K C Leung,K W Lui,115,1074,4,3-1/4,5,6,6,9,1.22.02,9.6,NA,NA,2016-056
10,3,PRECISION KING,P134,S Clipperton,T P Yung,122,1146,11,3-1/4,7,3,3,10,1.22.03,66,NA,NA,2016-056
11,7,CALIFORNIA DISEGNO,V170,M Chadwick,A S Cruz,119,1098,9,3-3/4,2,4,4,11,1.22.09,15,NA,NA,2016-056
12,6,FRIENDS OF KA YING,T370,Z Purton,P O'Sullivan,126,1069,3,5-1/4,6,7,7,12,1.22.35,6,NA,NA,2016-056
13,9,HIGH FIVE,T200,C Schofield,A T Millard,117,1053,2,8-1/4,4,5,5,13,1.22.80,72,NA,NA,2016-056
14,2,CONSORT,V172,N Callan,R Gibson,128,1104,1,8-1/2,10,8,8,14,1.22.85,19,NA,NA,2016-056
WV,NA,INVINCIBLE DRAGON,V166,J Moreira,J Moore,120,1206,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-056
1,6,XINJIANG YARN,V035,C Schofield,P F Yiu,121,1218,2,-,5,5,5,1,1.35.32,3.6,NA,NA,2016-048
2,9,VICTORY MASTER,M148,K C Leung,A Lee,117,1131,10,3/4,3,4,4,2,1.35.47,15,NA,NA,2016-048
3,8,SUPERNATURAL,V063,C Y Ho,A S Cruz,117,1062,3,2,2,2,2,3,1.35.66,4,NA,NA,2016-048
4,1,TOP ACE,T199,J Moreira,A T Millard,133,1124,9,2-1/2,7,6,8,4,1.35.70,3.7,NA,NA,2016-048
5,7,AMAZING ALWAYS,N432,K Teetan,D E Ferraris,119,1161,8,3-1/2,9,7,7,5,1.35.89,49,NA,NA,2016-048
6,4,WIN IT,P032,Z Purton,W Y So,127,1025,4,3-3/4,6,8,6,6,1.35.93,15,NA,NA,2016-048
7,3,HIGH VOLATILITY,V081,Y T Cheng,K W Lui,128,1156,5,3-3/4,1,1,1,7,1.35.93,11,NA,NA,2016-048
8,2,BEST TANGO,S121,B Prebble,W Y So,132,1045,1,4,4,3,3,8,1.35.97,9.4,NA,NA,2016-048
9,11,ROCK THE TREE,P272,H W Lai,D E Ferraris,117,1052,6,4-1/4,8,9,9,9,1.36.00,18,NA,NA,2016-048
10,5,PRECISIONCRAFTSMAN,V036,M L Yeung,T P Yung,120,1068,7,10-1/2,10,10,10,10,1.36.99,44,NA,NA,2016-048
WV,10,FORTUNE GIGGLES,S346,S Clipperton,Y S Tsui,117,1225,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-048
1,11,NATURAL FRIENDSHIP,S359,B Prebble,W Y So,123,1030,12,-,4,6,7,1,1.22.94,4.3,NA,NA,2016-049
2,4,DANEWIN EXPRESS,S234,Y T Cheng,Y S Tsui,131,1138,7,N,12,13,14,2,1.22.98,13,NA,NA,2016-049
3,5,PRINCE FALCON,T144,O Bosson,J Moore,131,1040,14,N,13,12,13,3,1.23.01,23,NA,NA,2016-049
4,12,PLAIN BLUE BANNER,S070,D Whyte,D E Ferraris,123,1094,5,1/2,8,7,8,4,1.23.04,16,NA,NA,2016-049
5,8,DOUBLE POINT,S246,N Callan,C Fownes,125,1028,3,1-1/4,9,8,6,5,1.23.13,27,NA,NA,2016-049
6,14,SNOWHOOVES,S409,J Moreira,D Cruz,118,1064,13,1-1/4,2,2,1,6,1.23.16,2.5,NA,NA,2016-049
7,7,NO LAUGHING MATTER,V032,N Rawiller,C S Shum,129,1077,9,1-3/4,7,9,9,7,1.23.23,11,NA,NA,2016-049
8,10,DUTCH WINDMILL,T288,K C Ng,C W Chang,119,1041,4,2,5,4,5,8,1.23.26,73,NA,NA,2016-049
9,2,FRANCE VALOUR,S408,S Clipperton,T P Yung,132,1132,8,4-1/4,11,10,10,9,1.23.63,35,NA,NA,2016-049
10,3,BE THERE AHEAD,S193,T H So,L Ho,129,1044,6,5-1/2,10,11,11,10,1.23.83,45,NA,NA,2016-049
11,1,TREASURE AND GOLD,V027,Z Purton,C H Yip,133,1124,1,5-1/2,6,5,3,11,1.23.84,12,NA,NA,2016-049
12,9,GOLDEN PARTNERS,S286,K Teetan,A T Millard,125,1066,2,5-1/2,14,14,12,12,1.23.84,10,NA,NA,2016-049
13,6,FRIENDS FOREVER,T079,K C Leung,K L Man,128,1250,11,10,1,1,2,13,1.24.54,35,NA,NA,2016-049
14,13,RACINGFORPLEASURE,T231,C Y Ho,K W Lui,120,977,10,12,3,3,4,14,1.24.87,99,NA,NA,2016-049
1,8,MR PICASSO,T330,J Moreira,D J Hall,124,1107,13,-,11,8,1,NA,1.10.39,2.9,NA,NA,2016-050
2,7,HOT HOT PEPPER,V026,Z Purton,P O'Sullivan,124,1146,8,1/2,1,1,2,NA,1.10.49,2.9,NA,NA,2016-050
3,12,SIGHT SEEING,S291,B Prebble,W Y So,120,1111,6,3/4,3,2,3,NA,1.10.50,13,NA,NA,2016-050
4,10,VICTOR EMPEROR,S425,D Whyte,C H Yip,122,1122,10,1-1/4,13,13,4,NA,1.10.58,6,NA,NA,2016-050
5,5,DIAMOND BIT,T153,N Rawiller,Y S Tsui,125,1112,2,1-1/2,10,11,5,NA,1.10.62,12,NA,NA,2016-050
6,14,ROYAL SPIRIT,T257,M Chadwick,C W Chang,114,1038,4,1-1/2,14,12,6,NA,1.10.63,99,NA,NA,2016-050
7 DH,2,SUNNY WIN,V254,T H So,L Ho,131,1230,1,2-1/4,5,9,7,NA,1.10.77,99,NA,NA,2016-050
7 DH,4,VOLITATION,V223,H N Wong,J Size,123,1151,14,2-1/4,9,6,7,NA,1.10.77,10,NA,NA,2016-050
9,3,BRIGHT STAR,N387,M L Yeung,T P Yung,130,1022,11,3-3/4,8,10,9,NA,1.10.99,51,NA,NA,2016-050
10,6,ELECTRONIC EMPIRE,V262,N Callan,K L Man,125,1100,12,4,7,7,10,NA,1.11.04,98,NA,NA,2016-050
11,13,GENTLEMEN,V060,K C Leung,P F Yiu,114,1112,3,4-3/4,4,3,11,NA,1.11.13,26,NA,NA,2016-050
12,9,DON WONGCHOY,V259,C Schofield,Y S Tsui,123,1061,9,4-3/4,6,5,12,NA,1.11.17,66,NA,NA,2016-050
13,1,EASY TOUCH,V269,O Bosson,C S Shum,133,1197,5,5,2,4,13,NA,1.11.18,92,NA,NA,2016-050
14,11,MISTRAL,T386,K Teetan,A T Millard,120,1129,7,7-1/2,12,14,14,NA,1.11.57,99,NA,NA,2016-050
1,4,TRILLION TREASURE,P156,N Callan,A T Millard,126,1084,7,-,3,3,1,NA,1.09.32,33,NA,NA,2016-051
2,7,HELEN'S CHOICE,P185,M L Yeung,K W Lui,122,1205,3,N,7,7,2,NA,1.09.37,10,NA,NA,2016-051
3,9,I'M THE WON FOR U,T364,N Rawiller,Y S Tsui,124,1029,4,1,4,4,3,NA,1.09.48,2.7,NA,NA,2016-051
4,12,SIR JOHN,P344,C Schofield,W Y So,118,1149,11,2-1/2,8,6,4,NA,1.09.73,25,NA,NA,2016-051
5,2,SMILING GLORY,V231,D Whyte,K L Man,128,1174,8,2-3/4,2,2,5,NA,1.09.74,7.4,NA,NA,2016-051
6,6,DR RACE,T284,H W Lai,D E Ferraris,124,1068,9,2-3/4,9,8,6,NA,1.09.78,9,NA,NA,2016-051
7,1,UNLEASHED DRAGON,V205,O Doleuze,R Gibson,129,1106,1,3-1/4,1,1,7,NA,1.09.85,5,NA,NA,2016-051
8,10,SPRING WIN,V157,K Teetan,P F Yiu,124,1064,2,5,5,5,8,NA,1.10.12,7.1,NA,NA,2016-051
9,3,HELLO KIMBERLEY,P205,K C Ng,T K Ng,121,1014,6,8-3/4,6,9,9,NA,1.10.70,59,NA,NA,2016-051
10,8,HURRICANE KID,T285,S Clipperton,P O'Sullivan,124,1148,12,9-1/4,10,11,10,NA,1.10.80,17,NA,NA,2016-051
11,5,MODERN FORTUNE,T081,T H So,L Ho,123,1009,10,9-1/4,11,10,11,NA,1.10.81,55,NA,NA,2016-051
WV-A,11,RESPECT,T359,J Moreira,J Moore,121,1146,---,---,NA,NA,NA,NA,---,---,NA,NA,2016-051
1,5,HOUSE OF FUN,V092,J Moreira,J Size,127,1224,7,-,4,4,2,1,1.22.28,3.1,NA,NA,2016-052
2,4,SUPERIOR BOY,V102,O Doleuze,C W Chang,130,1169,14,HD,13,13,14,2,1.22.31,12,NA,NA,2016-052
3,1,A BEAUTIFUL,T421,Z Purton,W Y So,133,1080,6,1/2,5,3,3,3,1.22.36,2.9,NA,NA,2016-052
4,2,HOME RUN,V101,N Rawiller,Y S Tsui,132,1092,10,1/2,14,14,12,4,1.22.37,8,NA,NA,2016-052
5,13,IMPERIAL SEAL,T223,M Chadwick,C Fownes,117,1134,4,3,6,5,5,5,1.22.74,50,NA,NA,2016-052
6,10,REWARDING FLYER,T401,S Clipperton,J Moore,121,1034,13,3,9,12,11,6,1.22.78,12,NA,NA,2016-052
7,3,MEGATRON,V119,N Callan,P F Yiu,132,1134,8,4-3/4,10,8,10,7,1.23.05,99,NA,NA,2016-052
8,14,HAY GO LUCKY,T023,C Y Ho,K W Lui,114,1091,3,6-1/4,7,6,6,8,1.23.29,10,NA,NA,2016-052
9,8,EXCELLENCE,T314,T H So,A Lee,122,1031,2,7-1/4,11,9,8,9,1.23.44,57,NA,NA,2016-052
10,11,POWER DRAGON,V129,D Whyte,C H Yip,118,1157,12,8,2,7,7,10,1.23.56,12,NA,NA,2016-052
11,7,AUDACITY,V238,K C Ng,L Ho,119,1083,5,9-1/4,12,10,9,11,1.23.77,99,NA,NA,2016-052
12,6,MEISTERSTUECK,V165,O Bosson,T P Yung,125,1120,1,9-3/4,3,2,1,12,1.23.86,99,NA,NA,2016-052
13,9,HAPPY FIERY DRAGON,V108,K C Leung,D Cruz,119,1039,11,14,8,11,13,13,1.24.51,71,NA,NA,2016-052
14,12,SOARING WYVERN,T278,K Teetan,D J Hall,118,1110,9,19-3/4,1,1,4,14,1.25.42,37,NA,NA,2016-052
1,10,TEAM FORTUNE,T306,D Whyte,W Y So,120,1143,12,-,2,2,1,NA,1.08.58,5.6,NA,NA,2016-053
2,5,HARBOUR ALERT,T254,C Schofield,P O'Sullivan,125,1280,7,1-1/2,5,3,2,NA,1.08.83,7.5,NA,NA,2016-053
